Date,Open,High,Low,Close,Adj Close,Volume
Oct 11 2021,54734.13,57793.04,54519.77,57484.79,57484.79,42637331698
Oct 10 2021,54952.82,56401.30,54264.26,54771.58,54771.58,39527792364
Oct 09 2021,53929.78,55397.95,53735.14,54968.22,54968.22,32491211414
Oct 08 2021,53802.14,55922.98,53688.05,53967.85,53967.85,34800873924
Oct 07 2021,55338.63,55338.63,53525.47,53805.98,53805.98,36807860413
Oct 06 2021,51486.66,55568.46,50488.19,55361.45,55361.45,49034730168
Oct 05 2021,49174.96,51839.98,49072.84,51514.81,51514.81,35873904236
Oct 04 2021,48208.91,49456.78,47045.00,49112.90,49112.90,33383173002
Oct 03 2021,47680.03,49130.69,47157.29,48199.95,48199.95,26638115879
Oct 02 2021,48137.47,48282.06,47465.50,47711.49,47711.49,30614346492
Oct 01 2021,43816.74,48436.01,43320.02,48116.94,48116.94,42850641582
Sep 30 2021,41551.27,44092.60,41444.58,43790.89,43790.89,31141681925
Sep 29 2021,41064.98,42545.26,40829.67,41564.36,41564.36,30602359905
Sep 28 2021,42200.90,42775.14,40931.66,41034.54,41034.54,30214940550
Sep 27 2021,43234.18,44313.25,42190.63,42235.73,42235.73,30980029059
Sep 26 2021,42721.63,43919.30,40848.46,43208.54,43208.54,30661222077
Sep 25 2021,42840.89,42996.26,41759.92,42716.59,42716.59,31604717236
Sep 24 2021,44894.30,45080.49,40936.56,42839.75,42839.75,42839345714
Sep 23 2021,43560.30,44942.18,43109.34,44895.10,44895.10,34244064430
Sep 22 2021,40677.95,43978.62,40625.63,43574.51,43574.51,38139709246
Sep 21 2021,43012.23,43607.61,39787.61,40693.68,40693.68,48701090088
Sep 20 2021,47261.41,47328.20,42598.91,42843.80,42843.80,43909845642
Sep 19 2021,48268.86,48328.37,46919.80,47260.22,47260.22,26967722648
Sep 18 2021,47273.53,48791.78,47087.29,48278.36,48278.36,28575630451
Sep 17 2021,47771.00,48160.92,46832.52,47267.52,47267.52,28727713711
Sep 16 2021,48158.91,48486.83,47079.56,47783.36,47783.36,31764293754
Sep 15 2021,47098.00,48450.47,46773.33,48176.35,48176.35,30484496466
Sep 14 2021,44960.05,47218.13,44752.33,47092.49,47092.49,38652152880
Sep 13 2021,46057.21,46598.68,43591.32,44963.07,44963.07,40969943253
Sep 12 2021,45206.63,46364.88,44790.46,46063.27,46063.27,27881980161
